ID,Preço da passagem,Espaço disponível é suficiente para os passageiros sentados ou em pé,Temperatura interna ,Tempo total de viagem  ,Frequência com que os veículos passam ao longo dia ,Velocidade dos veículos  ,Segurança dentro dos veículos e nos pontos de ônibus/estações ,"Informação de linhas, horários e itinerários  ",Locais atendidos pelo transporte público ,Confiabilidade nos horários ,Facilidade de entrada e saída dos veículos e/ou estações e pontos de ônibus  ,Limpeza dentro do veículo e nos pontos de ônibus e estações
581,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
582,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
583,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
584,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
585,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
586,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito satisfeito,Muito satisfeito
587,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
588,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
589,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
590,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
591,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
592,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito
593,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
594,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
595,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
596,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
597,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito
598,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
599,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
600,Muito insatisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito
601,Neutro,Insatisfeito,Neutro,Insatisfeito,Neutro,Neutro,Muito insatisfeito,Neutro,Satisfeito,Insatisfeito,Neutro,Insatisfeito
602,Insatisfeito,Insatisfeito,Neutro,Neutro,Insatisfeito,Neutro,Neutro,Satisfeito,Satisfeito,Insatisfeito,Neutro,Satisfeito
603,Insatisfeito,Muito insatisfeito,Neutro,Satisfeito,Neutro,Neutro,Neutro,Satisfeito,Satisfeito,Insatisfeito,Insatisfeito,Insatisfeito
604,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Neutro,Neutro,Insatisfeito,Muito satisfeito,Satisfeito,Neutro,Insatisfeito,Insatisfeito
605,Satisfeito,Satisfeito,Neutro,Insatisfeito,Neutro,Neutro,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito
606,Insatisfeito,Neutro,Satisfeito,Satisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Satisfeito,Satisfeito,Satisfeito,Muito insatisfeito,Satisfeito
607,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro
608,Muito insatisfeito,Muito insatisfeito,Insatisfeito,Satisfeito,Insatisfeito,Insatisfeito,Muito insatisfeito,Neutro,Neutro,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
609,Neutro,Insatisfeito,Neutro,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Satisfeito,Neutro,Neutro,Neutro
610,Muito insatisfeito,Satisfeito,Insatisfeito,Neutro,Insatisfeito,Neutro,Muito insatisfeito,Muito satisfeito,Muito insatisfeito,Insatisfeito,Neutro,Insatisfeito
611,Neutro,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Insatisfeito,Satisfeito,Satisfeito,Satisfeito,Neutro,Neutro
612,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Insatisfeito,Insatisfeito,Satisfeito,Satisfeito,Neutro,Neutro,Insatisfeito
613,Muito insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Muito insatisfeito,Insatisfeito,Insatisfeito,Neutro,Neutro,Muito insatisfeito,Neutro,Muito insatisfeito
614,Muito insatisfeito,Neutro,Satisfeito,Neutro,Satisfeito,Insatisfeito,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Insatisfeito,Neutro,Neutro
615,Insatisfeito,Insatisfeito,Neutro,Muito insatisfeito,Insatisfeito,Satisfeito,Muito insatisfeito,Insatisfeito,Satisfeito,Insatisfeito,Neutro,Neutro
616,Insatisfeito,Satisfeito,Satisfeito,Insatisfeito,Satisfeito,Neutro,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Neutro,Neutro
617,Insatisfeito,Insatisfeito,Insatisfeito,Satisfeito,Satisfeito,Satisfeito,Neutro,Satisfeito,Satisfeito,Neutro,Muito insatisfeito,Insatisfeito
618,Insatisfeito,Muito insatisfeito,Satisfeito,Muito insatisfeito,Insatisfeito,Muito insatisfeito,Insatisfeito,Satisfeito,Muito satisfeito,Muito insatisfeito,Muito satisfeito,Insatisfeito
619,Neutro,Insatisfeito,Insatisfeito,Satisfeito,Satisfeito,Insatisfeito,Insatisfeito,Satisfeito,Neutro,Insatisfeito,Insatisfeito,Insatisfeito
620,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro
621,Neutro,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Muito insatisfeito,Satisfeito,Satisfeito,Satisfeito,Insatisfeito,Neutro
622,Neutro,Satisfeito,Insatisfeito,Muito insatisfeito,Muito insatisfeito,Insatisfeito,Neutro,Satisfeito,Insatisfeito,Insatisfeito,Satisfeito,Neutro
623,Neutro,Satisfeito,Satisfeito,Muito insatisfeito,Satisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito
624,Insatisfeito,Neutro,Neutro,Insatisfeito,Insatisfeito,Insatisfeito,Satisfeito,Insatisfeito,Satisfeito,Insatisfeito,Insatisfeito,Insatisfeito
625,Neutro,Insatisfeito,Neutro,Neutro,Satisfeito,Satisfeito,Insatisfeito,Neutro,Muito satisfeito,Satisfeito,Neutro,Neutro
626,Muito insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Neutro,Insatisfeito,Insatisfeito,Insatisfeito,Neutro
627,Neutro,Insatisfeito,Insatisfeito,Muito insatisfeito,Muito insatisfeito,Satisfeito,Insatisfeito,Satisfeito,Satisfeito,Muito insatisfeito,Satisfeito,Satisfeito
628,Neutro,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Neutro,Neutro,Satisfeito,Neutro
629,Insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Satisfeito,Satisfeito,Muito insatisfeito,Satisfeito,Neutro
630,Neutro,Satisfeito,Satisfeito,Satisfeito,Insatisfeito,Insatisfeito,Satisfeito,Satisfeito,Satisfeito,Insatisfeito,Muito satisfeito,Satisfeito
631,Neutro,Satisfeito,Satisfeito,Satisfeito,Insatisfeito,Satisfeito,Insatisfeito,Muito satisfeito,Neutro,Insatisfeito,Insatisfeito,Insatisfeito
632,Satisfeito,Muito satisfeito,Satisfeito,Satisfeito,Muito satisfeito,Satisfeito,Satisfeito,Muito satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito
633,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Satisfeito,Neutro,Insatisfeito,Neutro,Insatisfeito
634,Muito insatisfeito,Muito insatisfeito,Neutro,Neutro,Muito insatisfeito,Insatisfeito,Insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
635,Satisfeito,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro
636,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Neutro,Insatisfeito,Neutro,Insatisfeito,Neutro,Insatisfeito
637,Muito insatisfeito,Insatisfeito,Muito insatisfeito,Insatisfeito,Satisfeito,Insatisfeito,Insatisfeito,Muito satisfeito,Muito satisfeito,Satisfeito,Satisfeito,Muito insatisfeito
638,Insatisfeito,Muito insatisfeito,Muito insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Satisfeito,Satisfeito,Insatisfeito,Insatisfeito,Neutro
639,Insatisfeito,Muito insatisfeito,Neutro,Neutro,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Insatisfeito,Muito insatisfeito,Insatisfeito,Muito insatisfeito,Muito insatisfeito
640,Neutro,Satisfeito,Neutro,Satisfeito,Satisfeito,Neutro,Satisfeito,Satisfeito,Satisfeito,Neutro,Satisfeito,Insatisfeito
641,Muito insatisfeito,Muito insatisfeito,Neutro,Insatisfeito,Insatisfeito,Neutro,Neutro,Satisfeito,Satisfeito,Muito insatisfeito,Neutro,Neutro
642,Insatisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Insatisfeito,Muito satisfeito,Satisfeito
643,Satisfeito,Neutro,Insatisfeito,Muito insatisfeito,Insatisfeito,Muito insatisfeito,Satisfeito,Satisfeito,Muito satisfeito,Satisfeito,Insatisfeito,Muito satisfeito
644,Muito insatisfeito,Neutro,Neutro,Neutro,Insatisfeito,Insatisfeito,Satisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Neutro,Neutro
645,Insatisfeito,Satisfeito,Neutro,Insatisfeito,Muito insatisfeito,Insatisfeito,Insatisfeito,Satisfeito,Satisfeito,Insatisfeito,Satisfeito,Insatisfeito
646,Neutro,Insatisfeito,Satisfeito,Insatisfeito,Satisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Satisfeito,Insatisfeito,Satisfeito,Insatisfeito
647,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Neutro,Insatisfeito,Neutro,Muito satisfeito,Insatisfeito,Muito insatisfeito,Insatisfeito,Neutro,Muito insatisfeito
648,Insatisfeito,Muito insatisfeito,Satisfeito,Satisfeito,Insatisfeito,Satisfeito,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Satisfeito,Satisfeito,Satisfeito
649,Muito insatisfeito,Muito insatisfeito,Neutro,Muito insatisfeito,Muito insatisfeito,Neutro,Insatisfeito,Muito insatisfeito,Insatisfeito,Muito insatisfeito,Insatisfeito,Muito insatisfeito
650,Insatisfeito,Insatisfeito,Neutro,Insatisfeito,Insatisfeito,Neutro,Neutro,Satisfeito,Neutro,Satisfeito,Neutro,Insatisfeito
651,Muito insatisfeito,Satisfeito,Satisfeito,Muito insatisfeito,Insatisfeito,Satisfeito,Satisfeito,Satisfeito,Satisfeito,Insatisfeito,Satisfeito,Satisfeito
652,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
653,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
654,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
655,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
656,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
657,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
658,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
659,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
660,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
661,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito
662,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
663,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
664,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
665,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
666,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
667,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
668,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito
669,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
670,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
671,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
672,Muito insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito,Insatisfeito
673,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito
674,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
675,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
676,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito satisfeito,Muito satisfeito
677,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
678,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito
679,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
680,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
681,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
682,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito
683,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
684,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
685,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
686,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
687,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
688,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
689,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
690,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
691,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
692,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
693,Muito insatisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
694,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
695,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
696,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
697,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
698,Muito insatisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito satisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito
699,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
700,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
701,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
702,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
703,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Muito insatisfeito
